mes,fecha,semana,hora,recibidas,atendidas,abandonada,atendidas_sla,aht_seg,tme_seg,dia_sem
202601,20260129,Sem05,13,1096,1030,66,746,203.043821422315,40.6800725170783,4
202601,20260129,Sem05,14,1021,982,39,704,207.730311290323,37.3645946236559,4
202601,20260129,Sem05,10,1346,1302,44,1094,216.491091731266,28.2097678725237,4
202601,20260129,Sem05,15,1074,1070,4,1031,229.773254736842,3.6905102631579,4
202601,20260129,Sem05,22,40,40,0,40,65.7107192982456,0.189114035087719,4
202601,20260129,Sem05,23,30,30,0,30,62.1906646341463,0.309951219512195,4
202601,20260129,Sem05,18,676,440,236,150,155.30531634981,122.965214828897,4
202601,20260129,Sem05,19,414,267,147,68,137.743610549944,120.758609988777,4
202601,20260129,Sem05,20,76,58,18,13,30.6744795144158,12.4601684370258,4
202601,20260130,Sem05,0,21,20,1,18,67.8793870967742,2.76851612903226,5
202601,20260130,Sem05,13,1039,1033,6,1020,194.734352006253,1.9656771756123,5
202601,20260130,Sem05,2,2,2,0,2,43.350875,0.386,5
202601,20260130,Sem05,5,3,3,0,3,10.6917358490566,0.165396226415094,5
202601,20260130,Sem05,1,15,14,1,14,64.2279487179487,0.829871794871795,5
202601,20260130,Sem05,4,4,4,0,4,26.9679387755102,0.250612244897959,5
202601,20260130,Sem05,10,1284,1282,2,1273,212.416725791648,1.69085222579165,5
202601,20260130,Sem05,7,57,57,0,52,65.607318452381,1.75368452380952,5
202601,20260130,Sem05,3,5,5,0,5,31.8541081081081,0.413432432432432,5
202601,20260130,Sem05,14,1020,1017,3,1014,192.439085477178,1.37158402489627,5
202601,20260130,Sem05,11,1252,1250,2,1240,213.596883092688,1.69667559385189,5
202601,20260130,Sem05,8,600,599,1,592,190.278740545295,1.53143755496922,5
202601,20260130,Sem05,6,14,14,0,14,37.8594830508475,0.338796610169491,5
202601,20260130,Sem05,9,1097,1097,0,1095,207.350038441824,1.20072988211174,5
202601,20260130,Sem05,15,1068,1063,5,1056,214.465696455317,1.398722666001,5
202601,20260130,Sem05,18,752,464,288,127,131.607875232775,132.708057107387,5
202601,20260130,Sem05,17,1207,1022,185,701,179.615918774967,59.4382521083,5
202601,20260130,Sem05,12,1141,1140,1,1135,204.968013232668,1.24729631433512,5
202601,20260130,Sem05,20,72,45,27,9,26.3784186369958,19.4755271210014,5
202601,20260130,Sem05,16,1088,1087,1,1083,214.320863262343,1.12722192642788,5
202601,20260130,Sem05,21,67,39,28,2,37.9035404761905,51.068680952381,5
202601,20260130,Sem05,19,457,262,195,46,105.664607672188,118.304053182214,5
202601,20260130,Sem05,22,44,37,7,18,46.808397260274,12.7706061643836,5
202601,20260130,Sem05,23,33,33,0,31,58.3882849462366,2.23234946236559,5
202601,20260131,Sem05,4,9,9,0,9,40.3977631578947,0.610552631578947,6
202601,20260131,Sem05,1,16,16,0,14,80.7148727272727,3.40309090909091,6
202601,20260131,Sem05,3,5,5,0,5,31.3600731707317,0.358268292682927,6
202601,20260131,Sem05,0,13,12,1,11,56.5831956521739,1.27221739130435,6
202601,20260131,Sem05,6,11,10,1,8,15.2423525179856,2.18918705035971,6
202601,20260131,Sem05,7,45,29,16,9,24.2256182336182,22.4905042735043,6
202601,20260131,Sem05,13,845,831,14,736,175.242000816993,11.3582017973856,6
202601,20260131,Sem05,11,1427,1012,415,323,141.615606817353,137.002191213999,6
202601,20260131,Sem05,18,97,29,68,1,15.7349441517387,24.4414762908325,6
202601,20260131,Sem05,2,5,5,0,5,79.8488823529412,0.512323529411765,6
202601,20260131,Sem05,14,700,690,10,650,165.933196243523,6.42338180051813,6
202601,20260131,Sem05,5,4,4,0,4,15.0152,0.280911111111111,6
202601,20260131,Sem05,19,114,28,86,1,20.0899973333333,47.265972,6
202601,20260131,Sem05,8,95,63,32,22,22.5737509960159,20.1026294820717,6
202601,20260131,Sem05,20,103,25,78,0,16.6131294117647,42.2349899159664,6
202601,20260131,Sem05,15,618,577,41,481,163.789416415663,24.4053000753012,6
202601,20260131,Sem05,22,54,17,37,1,20.7575050167224,35.9109698996656,6
202601,20260131,Sem05,17,535,495,40,431,167.536476929902,23.8255306122449,6
202601,20260131,Sem05,10,1338,902,436,142,139.379708124759,172.215093762033,6
202601,20260131,Sem05,9,1366,783,583,103,134.529683865684,235.509555077805,6
202601,20260131,Sem05,16,549,520,29,410,162.804420634921,21.2191,6
202601,20260131,Sem05,21,75,21,54,1,19.4090041928721,29.2439433962264,6
202601,20260131,Sem05,23,32,19,13,1,42.2583668639053,37.6301597633136,6
202601,20260131,Sem05,12,1315,992,323,359,160.259161955241,117.024779937181,6
202602,20260201,Sem06,0,4,4,0,4,16.7506212121212,0.134969696969697,7
202602,20260201,Sem06,4,6,6,0,6,22.6600185185185,0.400296296296296,7
202602,20260201,Sem06,8,69,51,18,22,29.1104127310062,13.1908459958932,7
202602,20260201,Sem06,9,97,49,48,2,24.7812206303725,36.8760759312321,7
202602,20260201,Sem06,2,14,14,0,13,82.9903958333333,2.0885625,7
202602,20260201,Sem06,7,49,37,12,11,33.4175305343511,24.172713740458,7
202602,20260201,Sem06,16,71,49,22,13,30.5812741020794,28.6382930056711,7
202602,20260201,Sem06,1,10,10,0,10,58.9607391304348,0.429391304347826,7
202602,20260201,Sem06,6,19,16,3,15,52.4352342342342,1.53902702702703,7
202602,20260201,Sem06,18,80,25,55,3,17.2274514285714,47.8504857142857,7
202602,20260201,Sem06,17,86,27,59,1,20.3906666666667,44.5975357142857,7
202602,20260201,Sem06,13,99,64,35,10,27.3434343283582,21.6864701492537,7
202602,20260201,Sem06,22,41,25,16,2,59.2788684210526,41.799347368421,7
202602,20260201,Sem06,14,90,66,24,22,40.73065625,28.5174982638889,7
202602,20260201,Sem06,23,19,17,2,11,38.131196969697,6.81531818181818,7
202602,20260201,Sem06,3,8,8,0,8,32.765625,0.293291666666667,7
202602,20260201,Sem06,21,56,17,39,0,24.6263063380282,28.2320422535211,7
202602,20260201,Sem06,5,6,5,1,5,50.222320754717,0.211981132075472,7
202602,20260201,Sem06,15,71,59,12,22,39.387762,19.562984,7
202602,20260201,Sem06,10,76,57,19,6,29.1680731707317,31.390216802168,7
202602,20260201,Sem06,11,113,66,47,2,26.645008168028,38.2925355892649,7
202602,20260201,Sem06,12,112,64,48,16,30.7351236363636,31.06896,7
202602,20260201,Sem06,19,88,29,59,1,24.2266921296296,48.0977824074074,7
202602,20260201,Sem06,20,74,17,57,0,14.954792,38.146848,7
202602,20260202,Sem06,4,3,3,0,3,17.1213720930233,0.200651162790698,1
202602,20260202,Sem06,1,5,5,0,5,26.8028392857143,0.292803571428571,1
202602,20260202,Sem06,0,15,15,0,15,46.0375666666667,0.234066666666667,1
202602,20260202,Sem06,2,2,2,0,2,13.4505714285714,0.190785714285714,1
202602,20260202,Sem06,8,810,805,5,740,199.153655209071,7.5632072997874,1
202602,20260202,Sem06,3,1,1,0,1,1.35181081081081,0.0818378378378378,1
202602,20260202,Sem06,5,2,2,0,2,10.6783018867925,0.115849056603774,1
202602,20260202,Sem06,6,5,5,0,5,12.376085106383,0.161095744680851,1
202602,20260202,Sem06,13,1412,1218,194,771,179.749575468165,83.6669880149813,1
202602,20260202,Sem06,7,48,48,0,48,54.3817591463415,0.270088414634146,1
202602,20260202,Sem06,23,26,26,0,22,65.8148842975207,4.35287603305785,1
202602,20260202,Sem06,10,1741,1547,194,1027,183.237613679847,78.9314827806123,1
202602,20260202,Sem06,14,1418,1159,259,704,167.463782957028,92.5891997450839,1
202602,20260202,Sem06,9,1719,1486,233,937,184.223987703499,92.2883706269484,1
202602,20260202,Sem06,20,78,58,20,30,29.8272884615385,14.2960947802198,1
202602,20260202,Sem06,11,1691,1620,71,1345,205.089611423806,26.0710537836148,1
202602,20260202,Sem06,22,56,42,14,8,57.5091994219653,20.776936416185,1
202602,20260202,Sem06,12,1676,1516,160,1091,206.493247228754,64.4998112193482,1
202602,20260202,Sem06,15,1429,1283,146,874,186.765308167141,58.9789588081659,1
202602,20260202,Sem06,17,1465,1076,389,528,162.372968847894,109.49121719457,1
202602,20260202,Sem06,16,1455,1448,7,1416,213.051481977159,3.36618290506781,1
202602,20260202,Sem06,19,588,245,343,33,95.266778313253,161.120530120482,1
202602,20260202,Sem06,18,909,457,452,142,105.279810442387,173.734176954733,1
202602,20260202,Sem06,21,71,42,29,3,38.8601651982379,24.7209493392071,1
202602,20260203,Sem06,0,19,19,0,17,99.4042424242424,5.82942424242424,2
202602,20260203,Sem06,6,11,11,0,11,43.3897,0.259033333333333,2
202602,20260203,Sem06,2,3,3,0,3,38.1634375,0.4121875,2
202602,20260203,Sem06,7,34,34,0,34,36.8664938271605,0.227450617283951,2
202602,20260203,Sem06,1,3,3,0,2,67.3629615384615,3.94261538461538,2
202602,20260203,Sem06,4,0,0,0,0,0.0,0.0,2
202602,20260203,Sem06,10,1546,1517,29,1395,221.819169659559,12.1290557426113,2
202602,20260203,Sem06,5,3,3,0,3,10.64032,0.2842,2
202602,20260203,Sem06,3,3,3,0,3,45.3930714285714,0.645142857142857,2
202602,20260203,Sem06,8,714,713,1,688,203.735233359747,4.02441917591125,2
202602,20260203,Sem06,11,1567,1456,111,1200,209.375870258729,43.5370673197664,2
202602,20260203,Sem06,13,1188,1136,52,840,227.461574655254,42.7128121730861,2
202602,20260203,Sem06,16,1282,1281,1,1268,232.435091555556,1.73888851851556,2
202602,20260203,Sem06,18,890,520,370,111,132.297734445701,154.23708229638,2
202602,20260203,Sem06,17,1247,1050,197,727,187.948480855856,67.9284484234234,2
202602,20260203,Sem06,9,1573,1483,90,1173,223.078206614786,47.9055025291829,2
202602,20260203,Sem06,19,484,278,206,55,125.923189111748,177.557574976122,2
202602,20260203,Sem06,12,1260,1217,43,1029,205.815432611577,27.7210047871542,2
202602,20260203,Sem06,21,50,44,6,24,41.9908,10.242711627907,2
202602,20260203,Sem06,15,1234,1208,26,1001,228.153698631202,21.6295835277648,2
202602,20260203,Sem06,22,46,46,0,44,64.4246812227074,1.04828384279476,2
202602,20260203,Sem06,20,65,45,20,8,27.3890407470289,22.4056706281834,2
202602,20260203,Sem06,14,1242,1092,150,736,204.447949705483,74.9960437245128,2
202602,20260203,Sem06,23,32,32,0,31,80.4140068493151,1.47147260273973,2
202602,20260204,Sem06,2,6,6,0,4,128.962578947368,31.5394736842105,3
202602,20260204,Sem06,1,12,11,1,9,69.5073333333333,13.5461282051282,3
202602,20260204,Sem06,21,31,31,0,31,34.9884072948328,0.168954407294833,3
202602,20260204,Sem06,9,1659,1659,0,1645,245.41323119065,1.67789444850256,3
202602,20260204,Sem06,3,5,5,0,5,37.5241904761905,0.727238095238095,3
202602,20260204,Sem06,7,41,41,0,41,36.8039546666667,0.356250666666667,3
202602,20260204,Sem06,22,28,28,0,26,45.3120365853659,1.08939430894309,3
202602,20260204,Sem06,0,13,13,0,10,60.5920434782609,5.5248115942029,3
202602,20260204,Sem06,14,1127,1108,19,901,210.648546950629,18.1517352371733,3
202602,20260204,Sem06,4,1,1,0,1,36.2923636363636,0.296818181818182,3
202602,20260204,Sem06,17,1301,1007,294,618,188.302332581227,90.8460351985559,3
202602,20260204,Sem06,10,1768,1765,3,1742,237.987525466046,1.80029211051931,3
202602,20260204,Sem06,8,834,834,0,834,236.041133148405,0.934461165048542,3
202602,20260204,Sem06,6,13,13,0,13,32.9245652173913,0.328686956521739,3
202602,20260204,Sem06,5,5,5,0,4,85.0724642857143,6.21614285714286,3
202602,20260204,Sem06,12,1597,1595,2,1592,228.012197649186,1.3231390596745,3
202602,20260204,Sem06,13,1270,1263,7,1153,214.421044238683,7.61969363609347,3
202602,20260204,Sem06,15,1160,1157,3,1104,221.143170495275,4.95380913978495,3
202602,20260204,Sem06,11,1836,1835,1,1812,246.643898778501,2.43875390879479,3
202602,20260204,Sem06,16,1250,1248,2,1247,213.398748565122,1.33639227373069,3
202602,20260204,Sem06,18,883,461,422,115,129.630966428996,164.914439691028,3
202602,20260204,Sem06,19,466,295,171,77,128.681344758065,141.307134072581,3
202602,20260204,Sem06,23,38,36,2,26,111.007211267606,12.0943943661972,3
202602,20260204,Sem06,20,38,37,1,29,17.9701358024691,1.80483333333333,3
202602,20260205,Sem06,1,3,3,0,3,21.0652941176471,0.503411764705882,4
202602,20260205,Sem06,0,16,15,1,14,66.3072205882353,2.71988235294118,4
202602,20260205,Sem06,2,7,6,1,6,107.87865,0.74125,4
202602,20260205,Sem06,10,1496,1495,1,1489,229.84020983024,1.5547337149625,4
202602,20260205,Sem06,5,3,3,0,3,31.379,0.223657894736842,4
202602,20260205,Sem06,3,7,7,0,7,52.5212452830189,0.382339622641509,4
202602,20260205,Sem06,15,1154,1151,3,1150,214.116996350365,0.99182390510949,4
202602,20260205,Sem06,16,1209,1203,6,1187,225.287652883326,3.40075167635226,4
202602,20260205,Sem06,7,51,51,0,51,39.4141554404145,0.304774611398964,4
202602,20260205,Sem06,6,16,16,0,16,35.7242789115646,0.30365306122449,4
202602,20260205,Sem06,18,885,457,428,103,111.671688647746,181.881008069004,4
202602,20260205,Sem06,12,1397,1393,4,1311,225.788799046862,5.97530123113582,4
202602,20260205,Sem06,14,1115,1091,24,925,216.389845376452,16.0239257200606,4
202602,20260205,Sem06,4,3,3,0,3,45.4741739130435,0.627869565217391,4
202602,20260205,Sem06,20,89,47,42,5,23.9663365122616,24.2436416893733,4
202602,20260205,Sem06,22,47,43,4,17,62.8032912280702,16.3574526315789,4
202602,20260205,Sem06,11,1488,1467,21,1312,232.487820876289,10.8993219666931,4
202602,20260205,Sem06,13,1231,1163,68,906,220.775874774368,39.820649368231,4
202602,20260205,Sem06,8,713,707,6,671,208.595682887267,6.43522546634225,4
202602,20260205,Sem06,23,34,34,0,32,89.2569746835443,2.40379746835443,4
202602,20260205,Sem06,9,1366,1364,2,1324,245.232514828545,3.40226760889712,4
202602,20260205,Sem06,17,1221,992,229,601,174.512970970537,84.6856196562651,4
202602,20260205,Sem06,19,520,250,270,42,99.8602879061372,173.14391967509,4
202602,20260205,Sem06,21,61,34,27,6,37.8576417910448,33.7997711442786,4
202602,20260206,Sem06,4,1,1,0,1,17.3232608695652,0.125347826086957,5
202602,20260206,Sem06,16,1090,1089,1,1088,207.198003943345,0.93940946402704,5
202602,20260206,Sem06,7,52,52,0,49,38.2000953488372,0.835981395348837,5
202602,20260206,Sem06,1,7,7,0,7,64.8003428571429,0.509828571428571,5
202602,20260206,Sem06,18,644,463,181,153,137.386683521924,125.702381541726,5
202602,20260206,Sem06,3,2,2,0,2,54.0921904761905,0.288142857142857,5
202602,20260206,Sem06,8,634,632,2,630,194.781878336173,1.45529628051959,5
202602,20260206,Sem06,0,18,17,1,16,64.7323164556962,3.15384810126582,5
202602,20260206,Sem06,19,383,305,78,115,140.035740924092,82.6291287128713,5
202602,20260206,Sem06,17,1083,965,118,734,179.339586301156,40.5025253826898,5
202602,20260206,Sem06,11,1238,1236,2,1236,203.517363257243,1.1063031167691,5
202602,20260206,Sem06,2,4,4,0,4,73.1701739130435,0.488565217391304,5
202602,20260206,Sem06,14,1020,1019,1,996,211.640930607187,2.79254115772703,5
202602,20260206,Sem06,9,1257,1253,4,1225,239.924272469252,4.42081409649953,5
202602,20260206,Sem06,6,15,15,0,15,38.149,0.334730496453901,5
202602,20260206,Sem06,20,70,38,32,3,22.1292511700468,25.2293416536662,5
202602,20260206,Sem06,5,7,6,1,6,55.71086,0.29646,5
202602,20260206,Sem06,10,1373,1373,0,1373,222.644011875512,0.95051986076986,5
202602,20260206,Sem06,13,1055,1054,1,1048,204.256753995157,1.70085036319612,5
202602,20260206,Sem06,12,1219,1218,1,1215,178.758136923688,1.0632460254372,5
202602,20260206,Sem06,21,60,42,18,11,40.7189850107066,18.4442912205567,5
202602,20260206,Sem06,15,1025,1025,0,1025,211.365387651123,0.938031476683937,5
202602,20260206,Sem06,22,42,40,2,35,50.0469576271187,2.0893686440678,5
202602,20260206,Sem06,23,23,23,0,23,59.1304418604651,0.387782945736434,5
202602,20260207,Sem06,1,4,4,0,4,30.7237222222222,0.342472222222222,6
202602,20260207,Sem06,0,19,19,0,15,74.0332,6.86313333333333,6
202602,20260207,Sem06,2,4,4,0,4,36.62932,0.48572,6
202602,20260207,Sem06,3,3,3,0,3,17.8606585365854,0.220024390243902,6
202602,20260207,Sem06,8,121,60,61,25,24.2143481349911,19.9924946714032,6
202602,20260207,Sem06,7,37,22,15,3,22.0455375722543,19.2457803468208,6
202602,20260207,Sem06,9,1374,1249,125,1074,223.518283896446,35.7738407196139,6
202602,20260207,Sem06,4,5,5,0,5,61.8127894736842,0.533315789473684,6
202602,20260207,Sem06,20,63,19,44,4,13.648867881549,15.0696993166287,6
202602,20260207,Sem06,5,6,6,0,6,22.9394827586207,0.273827586206897,6
202602,20260207,Sem06,10,1335,1228,107,735,218.504558262712,50.1530252118644,6
202602,20260207,Sem06,6,13,13,0,10,23.9721692307692,3.28415384615385,6
202602,20260207,Sem06,22,39,31,8,11,48.5318617511521,23.8196359447005,6
202602,20260207,Sem06,13,764,763,1,762,175.387814446653,0.598625579854208,6
202602,20260207,Sem06,11,1308,1198,110,631,197.042907072368,65.1490002055921,6
202602,20260207,Sem06,17,384,383,1,364,158.056331547619,3.87616428571429,6
202602,20260207,Sem06,16,520,515,5,479,185.18522060207,5.86040874882408,6
202602,20260207,Sem06,12,1166,1151,15,1045,191.799075757576,6.16754144385027,6
202602,20260207,Sem06,14,626,578,48,373,186.144902744148,34.5774535916061,6
202602,20260207,Sem06,19,70,24,46,1,16.8812938915858,20.1471844660194,6
202602,20260207,Sem06,18,67,46,21,12,23.4254711409396,9.70623355704698,6
202602,20260207,Sem06,21,56,31,25,5,30.4241537396122,35.4333878116343,6
202602,20260207,Sem06,15,560,532,28,349,177.923699183303,30.4926710526316,6
202602,20260207,Sem06,23,27,23,4,9,79.2440088495575,28.3188584070796,6
202602,20260208,Sem07,9,62,48,14,13,25.8455049019608,21.3194656862745,7
202602,20260208,Sem07,0,13,12,1,11,59.9800945945946,1.10912162162162,7
202602,20260208,Sem07,3,6,6,0,6,45.8104285714286,0.410428571428571,7
202602,20260208,Sem07,18,49,32,17,8,38.7926608187135,23.4326403508772,7
202602,20260208,Sem07,7,35,28,7,17,33.497368,6.864424,7
202602,20260208,Sem07,6,19,18,1,14,69.3797289719626,8.17218691588785,7
202602,20260208,Sem07,14,57,50,7,20,33.5459587628866,16.120793814433,7
202602,20260208,Sem07,1,5,5,0,5,35.3304888888889,0.333977777777778,7
202602,20260208,Sem07,17,69,47,22,13,36.9769513274336,31.0539646017699,7
202602,20260208,Sem07,4,8,8,0,8,50.836375,0.472025,7
202602,20260208,Sem07,19,58,28,30,5,36.9218405797101,22.8181304347826,7
202602,20260208,Sem07,13,65,39,26,6,28.729098540146,49.0760474452555,7
202602,20260208,Sem07,2,10,8,2,4,33.89552,22.21798,7
202602,20260208,Sem07,15,62,42,20,13,37.9508779956427,17.1402875816993,7
202602,20260208,Sem07,20,43,28,15,0,40.1145538461538,64.5059269230769,7
202602,20260208,Sem07,16,64,47,17,9,44.816313283208,28.9230275689223,7
202602,20260208,Sem07,5,7,7,0,7,49.0656595744681,0.37931914893617,7
202602,20260208,Sem07,21,38,25,13,7,36.2205058823529,26.5057882352941,7
202602,20260208,Sem07,22,19,18,1,16,41.880825,1.575175,7
202602,20260208,Sem07,23,29,21,8,15,69.9789719626168,22.2021775700935,7
202602,20260208,Sem07,8,42,37,5,17,29.3199571106095,9.19704288939052,7
202602,20260208,Sem07,10,78,63,15,31,33.2811340206186,10.004646539028,7
202602,20260208,Sem07,11,81,53,28,4,28.6135007132668,32.0161940085592,7
202602,20260208,Sem07,12,78,58,20,5,34.1388410493827,36.3809722222222,7
202602,20260209,Sem07,9,1446,1317,129,896,199.046021191523,66.3224574170332,1
202602,20260209,Sem07,2,6,6,0,6,75.7246363636364,0.913818181818182,1
202602,20260209,Sem07,4,2,2,0,2,40.8653333333333,0.370533333333333,1
202602,20260209,Sem07,1,4,4,0,4,20.3427407407407,0.400814814814815,1
202602,20260209,Sem07,11,1384,1378,6,1304,226.873826045884,7.54994973009313,1
202602,20260209,Sem07,0,2,2,0,2,10.4837435897436,0.269,1
202602,20260209,Sem07,19,468,393,75,204,188.735971144279,57.2599880597015,1
202602,20260209,Sem07,10,1399,1245,154,648,199.352336370686,94.1329883675843,1
202602,20260209,Sem07,14,1140,1078,62,688,232.414589234166,44.1010359144167,1
202602,20260209,Sem07,3,5,5,0,5,39.51196875,0.4461875,1
202602,20260209,Sem07,20,76,67,9,43,39.744424437299,5.63236816720257,1
202602,20260209,Sem07,6,11,11,0,11,30.9356363636364,0.451415584415584,1
202602,20260209,Sem07,22,32,32,0,32,60.7021990521327,0.260436018957346,1
202602,20260209,Sem07,5,2,2,0,2,47.9473125,0.263625,1
202602,20260209,Sem07,12,1404,1401,3,1254,219.121021137586,7.96244581091467,1
202602,20260209,Sem07,13,1254,1144,110,680,200.010317641883,67.0686904971403,1
202602,20260209,Sem07,21,57,47,10,14,44.4498770301624,24.2101554524362,1
202602,20260209,Sem07,7,49,49,0,47,36.8558411764706,1.21589705882353,1
202602,20260209,Sem07,15,1214,1093,121,661,196.144789927405,73.5203804446462,1
202602,20260209,Sem07,8,665,656,9,610,194.008466584158,6.33796369636964,1
202602,20260209,Sem07,16,1229,1224,5,1164,223.813856422018,5.25877201834862,1
202602,20260209,Sem07,17,1214,1085,129,735,232.518918097281,58.2739307343824,1
202602,20260209,Sem07,18,854,599,255,236,182.113233144297,113.129535286704,1
202602,20260209,Sem07,23,21,21,0,21,59.0650892857143,0.464044642857143,1
202602,20260210,Sem07,10,1652,1415,237,808,188.153742239275,89.3823392047436,2
202602,20260210,Sem07,14,1132,1123,9,1064,225.215024445565,4.92557434475806,2
202602,20260210,Sem07,0,14,14,0,13,73.4925573770492,3.12485245901639,2
202602,20260210,Sem07,9,1396,1256,140,779,210.622900392328,79.2579058413251,2
202602,20260210,Sem07,16,1031,1031,0,1030,199.141785531042,0.92450564391996,2
202602,20260210,Sem07,2,6,6,0,6,56.5493548387097,0.436774193548387,2
202602,20260210,Sem07,3,1,1,0,1,19.7522105263158,0.158421052631579,2
202602,20260210,Sem07,1,10,10,0,10,94.533303030303,0.809363636363636,2
202602,20260210,Sem07,18,822,548,274,215,184.217879673691,137.888532970768,2
202602,20260210,Sem07,8,621,615,6,523,192.971819542254,11.4699366197183,2
202602,20260210,Sem07,5,2,2,0,2,18.3873,0.2126,2
202602,20260210,Sem07,11,1466,1444,22,1262,225.726775908222,12.006596749522,2
202602,20260210,Sem07,12,1392,1379,13,1125,243.101165897651,16.8400694211409,2
202602,20260210,Sem07,15,1091,1066,25,788,209.80348938858,25.9685654370894,2
202602,20260210,Sem07,13,1155,1070,85,655,226.744075510204,57.9004418367347,2
202602,20260210,Sem07,4,0,0,0,0,0.0,0.0,2
202602,20260210,Sem07,17,1228,1141,87,761,225.568633205558,57.795800431241,2
202602,20260210,Sem07,6,15,15,0,14,30.1307804878049,0.749113821138211,2
202602,20260210,Sem07,19,457,390,67,169,210.553735911602,81.8750812154696,2
202602,20260210,Sem07,7,39,36,3,20,38.8230898876405,6.30773033707865,2
202602,20260210,Sem07,20,63,55,8,27,33.012139693356,8.72028449744463,2
202602,20260210,Sem07,22,41,41,0,41,53.4871285140562,0.229192771084337,2
202602,20260210,Sem07,21,59,55,4,34,57.552677581864,8.98021914357683,2
202602,20260210,Sem07,23,23,23,0,23,56.8726991869919,0.450943089430894,2
202602,20260211,Sem07,8,621,619,2,586,221.086647792706,7.70446833013436,3
202602,20260211,Sem07,0,10,10,0,10,46.298796875,0.478578125,3
202602,20260211,Sem07,9,1176,1171,5,1064,211.218457656327,7.06659338584933,3
202602,20260211,Sem07,2,3,3,0,3,75.01491666666669,0.55625,3
202602,20260211,Sem07,10,1212,1210,2,1093,218.816083255306,8.60653043071162,3
202602,20260211,Sem07,13,988,988,0,986,214.063049131379,1.03425814332248,3
202602,20260211,Sem07,11,1267,1266,1,1265,222.645008748115,1.02780248868778,3
202602,20260211,Sem07,3,0,0,0,0,0.0,0.0,3
202602,20260211,Sem07,18,740,629,111,366,200.316737405107,65.5634216701173,3
202602,20260211,Sem07,1,6,6,0,6,70.4135,0.8777,3
202602,20260211,Sem07,21,54,42,12,20,55.5450911854103,19.8560820668693,3
202602,20260211,Sem07,14,1100,1090,10,945,204.873581632653,8.9378498542274,3
202602,20260211,Sem07,15,1068,1053,15,903,216.971405963303,12.7686722731906,3
202602,20260211,Sem07,4,1,1,0,1,9.49065,0.39975,3
202602,20260211,Sem07,5,7,7,0,7,60.5244,0.447511111111111,3
202602,20260211,Sem07,17,1037,1016,21,817,229.660306734801,18.3609319968553,3
202602,20260211,Sem07,16,1052,1050,2,1046,228.931198346388,1.20987119233943,3
202602,20260211,Sem07,6,10,10,0,10,36.4685818181818,0.3035,3
202602,20260211,Sem07,7,32,32,0,25,44.9289639344262,3.14877704918033,3
202602,20260211,Sem07,19,404,389,15,283,227.420902278177,25.5455191846523,3
202602,20260211,Sem07,20,63,44,19,12,35.1850695488722,18.944757518797,3
202602,20260211,Sem07,12,1174,1173,1,1171,231.715625369458,1.10920849753695,3
202602,20260211,Sem07,22,28,28,0,27,60.4420559006211,1.37740372670807,3
202602,20260211,Sem07,23,15,15,0,15,34.6922167832168,0.217923076923077,3
202602,20260212,Sem07,7,37,37,0,37,42.6327902097902,0.181433566433566,4
202602,20260212,Sem07,5,4,4,0,4,36.9798787878788,0.372818181818182,4
202602,20260212,Sem07,2,2,2,0,2,25.7669130434783,0.251391304347826,4
202602,20260212,Sem07,3,1,1,0,1,35.9754736842105,0.161894736842105,4
202602,20260212,Sem07,4,1,1,0,1,19.2712631578947,0.151842105263158,4
202602,20260212,Sem07,0,16,15,1,15,100.975777777778,1.97718518518518,4
202602,20260212,Sem07,8,527,526,1,506,195.969265861027,2.81529607250755,4
202602,20260212,Sem07,1,5,5,0,5,36.9923461538462,0.580923076923077,4
202602,20260212,Sem07,9,1083,1083,0,1069,217.275214325375,2.18871182676291,4
202602,20260212,Sem07,10,1157,1156,1,1156,224.241375760649,1.13327231237323,4
202602,20260212,Sem07,11,1212,1210,2,1207,220.2650009298,1.22490237099024,4
202602,20260212,Sem07,17,984,982,2,982,215.755495446266,0.814871584699453,4
202602,20260212,Sem07,15,930,930,0,930,196.981337412587,0.977813228438228,4
202602,20260212,Sem07,14,1007,1006,1,1006,202.718836471221,0.944747713824637,4
202602,20260212,Sem07,16,1023,1023,0,1022,194.917130060293,0.932901033591732,4
202602,20260212,Sem07,6,11,11,0,11,57.2021975308642,0.327938271604938,4
202602,20260212,Sem07,23,16,16,0,16,27.5994259259259,0.265543209876543,4
202602,20260212,Sem07,18,721,657,64,414,212.605896859386,50.1077166309779,4
202602,20260212,Sem07,19,408,402,6,334,220.716676540284,14.9989774881517,4
202602,20260212,Sem07,20,82,56,26,16,35.2340380952381,29.8131682539683,4
202602,20260212,Sem07,12,1123,1122,1,1120,210.200601202405,1.15333617234469,4
202602,20260212,Sem07,21,74,53,21,28,42.2505880952381,17.3257095238095,4
202602,20260212,Sem07,13,1001,1001,0,989,213.235250139587,1.66447292015634,4
202602,20260212,Sem07,22,43,43,0,41,64.5102382978723,1.57205531914894,4
202602,20260213,Sem07,7,48,47,1,40,51.1295345345345,3.44238138138138,5
202602,20260213,Sem07,9,1081,1080,1,1080,201.722791068581,0.997395800106328,5
202602,20260213,Sem07,0,16,15,1,13,44.8763684210526,1.96502631578947,5
202602,20260213,Sem07,3,2,2,0,2,22.0980416666667,0.262875,5
202602,20260213,Sem07,10,1332,1326,6,1220,218.145811341095,6.98412699439413,5
202602,20260213,Sem07,2,3,3,0,3,50.03205,0.4336,5
